State,County,ZIP,Target Home Value Range,Estimated Population,Estimated Lead Volume,Priority,Reason,Suggested Lead Pull Criteria
MI,Madison Heights Zip Market,48071,$112k-$300k,48.0,48.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Midland Zip Market,48640,$140k-$350k,47.0,47.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Dearborn Zip Market,48124,$125k-$333k,59.0,59.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Adrian Zip Market,49221,$126k-$337k,51.0,51.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Flushing Zip Market,48433,$132k-$350k,39.0,39.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Canton Zip Market,48188,$189k-$350k,64.0,64.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Battle Creek Zip Market,49015,$141k-$350k,43.0,43.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Inkster Zip Market,48141,$70k-$167k,51.0,51.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Saint Clair Shores Zip Market,48081,$140k-$350k,44.0,44.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Hazel Park Zip Market,48030,$95k-$253k,52.0,52.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Howell Zip Market,48843,$215k-$350k,97.0,97.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Saint Clair Shores Zip Market,48082,$125k-$333k,48.0,48.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Westland Zip Market,48185,$112k-$300k,39.0,39.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Dearborn Heights Zip Market,48127,$132k-$350k,58.0,58.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Lansing Zip Market,48911,$90k-$240k,36.0,36.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Lansing Zip Market,48917,$134k-$350k,34.0,34.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Harper Woods Zip Market,48225,$70k-$187k,76.0,76.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Walled Lake Zip Market,48390,$165k-$350k,61.0,61.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Dearborn Heights Zip Market,48125,$91k-$243k,46.0,46.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Warren Zip Market,48092,$130k-$347k,33.0,33.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Saginaw Zip Market,48602,$70k-$114k,125.0,125.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Warren Zip Market,48088,$132k-$350k,35.0,35.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Gaylord Zip Market,49735,$162k-$350k,61.0,61.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Livonia Zip Market,48150,$144k-$350k,31.0,31.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Canton Zip Market,48187,$195k-$350k,54.0,54.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Detroit Zip Market,48205,$70k-$92k,206.0,206.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Southgate Zip Market,48195,$112k-$300k,28.0,28.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Battle Creek Zip Market,49014,$102k-$273k,31.0,31.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Redford Zip Market,48240,$83k-$221k,36.0,36.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Saginaw Zip Market,48603,$168k-$350k,38.0,38.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Sturgis Zip Market,49091,$124k-$332k,31.0,31.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Allegan Zip Market,49010,$172k-$350k,46.0,46.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,West Bloomfield Zip Market,48322,$205k-$350k,70.0,70.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Mount Morris Zip Market,48458,$70k-$156k,42.0,42.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,South Lyon Zip Market,48178,$242k-$350k,113.0,113.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Sterling Heights Zip Market,48310,$175k-$350k,55.0,55.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Detroit Zip Market,48214,$102k-$273k,111.0,111.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Kalamazoo Zip Market,49006,$109k-$290k,30.0,30.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Swartz Creek Zip Market,48473,$137k-$350k,28.0,28.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Kalamazoo Zip Market,49008,$90k-$240k,34.0,34.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Kalamazoo Zip Market,49001,$80k-$213k,29.0,29.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Grand Rapids Zip Market,49505,$174k-$350k,31.0,31.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Grand Rapids Zip Market,49548,$115k-$307k,27.0,27.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Gladwin Zip Market,48624,$125k-$333k,62.0,62.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Utica Zip Market,48317,$156k-$350k,35.0,35.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Cadillac Zip Market,49601,$120k-$320k,56.0,56.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Lansing Zip Market,48912,$70k-$140k,39.0,39.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Hamtramck Zip Market,48212,$95k-$253k,45.0,45.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Battle Creek Zip Market,49037,$70k-$185k,33.0,33.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Southfield Zip Market,48075,$114k-$303k,46.0,46.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Jackson Zip Market,49202,$76k-$203k,34.0,34.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Marysville Zip Market,48040,$138k-$350k,23.0,23.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Kalamazoo Zip Market,49009,$242k-$350k,80.0,80.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Grand Haven Zip Market,49417,$225k-$350k,80.0,80.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Clio Zip Market,48420,$139k-$350k,28.0,28.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Waterford Zip Market,48327,$164k-$350k,25.0,25.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Midland Zip Market,48642,$205k-$350k,45.0,45.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Fraser Zip Market,48026,$130k-$347k,24.0,24.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Saginaw Zip Market,48601,$70k-$87k,71.0,71.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Grand Rapids Zip Market,49508,$175k-$350k,29.0,29.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Temperance Zip Market,48182,$155k-$350k,29.0,29.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Burton Zip Market,48509,$117k-$313k,22.0,22.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Fenton Zip Market,48430,$238k-$350k,89.0,89.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Saint Joseph Zip Market,49085,$242k-$350k,73.0,73.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Clinton Township Zip Market,48036,$182k-$350k,41.0,41.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Lansing Zip Market,48915,$70k-$183k,37.0,37.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Macomb Zip Market,48042,$300k-$350k,116.0,116.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Detroit Zip Market,48223,$70k-$110k,75.0,75.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Dearborn Zip Market,48126,$140k-$350k,31.0,31.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Muskegon Zip Market,49445,$175k-$350k,36.0,36.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Flint Zip Market,48506,$70k-$79k,60.0,60.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Auburn Hills Zip Market,48326,$183k-$350k,31.0,31.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Farmington Zip Market,48334,$154k-$350k,35.0,35.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Ann Arbor Zip Market,48104,$312k-$350k,84.0,84.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Caledonia Zip Market,49316,$288k-$350k,74.0,74.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Grand Ledge Zip Market,48837,$188k-$350k,30.0,30.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Albion Zip Market,49224,$70k-$173k,31.0,31.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Berkley Zip Market,48072,$178k-$350k,26.0,26.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,River Rouge Zip Market,48218,$70k-$140k,28.0,28.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Ishpeming Zip Market,49849,$121k-$323k,18.0,18.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Wayne Zip Market,48184,$95k-$253k,13.0,13.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Clarkston Zip Market,48346,$214k-$350k,37.0,37.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,New Baltimore Zip Market,48051,$189k-$350k,39.0,39.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Mancelona Zip Market,49659,$122k-$325k,35.0,35.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Three Rivers Zip Market,49093,$162k-$350k,44.0,44.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Clawson Zip Market,48017,$167k-$350k,18.0,18.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Tecumseh Zip Market,49286,$136k-$350k,12.0,12.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Southfield Zip Market,48033,$95k-$253k,31.0,31.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
MI,Burton Zip Market,48529,$70k-$120k,23.0,23.0,Medium,"Strong pending ratio, healthy active inventory, good price range, and enough estimated lead volume.",Absentee owners; high equity; vacant; tired landlords; out-of-state owners; pre-foreclosure if available; probate if available; ownership length 7+ years; property value inside recommended range.
